DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201209980,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,2200,12,77th Street,1233,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,50,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,6100 S  WILTON                       PL,,33.9842,-118.3149
232110076,06/07/2023 12:00:00 AM,06/06/2023 12:00:00 AM,1000,21,Topanga,2137,2,354,THEFT OF IDENTITY,1822,55,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7400    IRONDALE                     AV,,34.2047,-118.5852
201615607,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,2200,16,Foothill,1659,1,330,BURGLARY FROM VEHICLE,0344 0321,0,M,O,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,6500    QUINTON                      LN,,34.2461,-118.2733
221911718,07/08/2022 12:00:00 AM,07/05/2022 12:00:00 AM,2030,19,Mission,1918,1,330,BURGLARY FROM VEHICLE,0344,19,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,13900    SAYRE                        ST,,34.308,-118.4362
200606021,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1530,6,Hollywood,663,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1300 1309 0325 0601 0104,0,X,X,407.0,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,442.0,,,,1000 N  HIGHLAND                     AV,,34.0889,-118.3386
211410637,04/27/2021 12:00:00 AM,04/25/2021 12:00:00 AM,800,14,Pacific,1473,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,51,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,85TH                         ST,RAYFORD                      DR,33.9607,-118.4224
230210148,05/05/2023 12:00:00 AM,05/01/2023 12:00:00 AM,2000,2,Rampart,221,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 1814 0416 0447 0913 2000,27,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,300 N  KENMORE                      AV,,34.0763,-118.2969
230209565,04/19/2023 12:00:00 AM,04/18/2023 12:00:00 AM,2040,2,Rampart,239,1,330,BURGLARY FROM VEHICLE,0344 1300 1822 0321 1601,31,M,U,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,300 N  BEAUDRY                      AV,,34.0622,-118.2523
200804321,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1800,8,West LA,841,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 0386 1609 1302,33,M,V,103.0,ALLEY,,,IC,Invest Cont,330.0,,,,BROCKTON                     AV,ROCHESTER                    AV,34.0433,-118.4629
200616883,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,100,6,Hollywood,663,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1300 1402,30,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331.0,998.0,,,6600    SANTA MONICA                 BL,,34.0907,-118.3336
232011752,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,1715,20,Olympic,2014,2,624,BATTERY - SIMPLE ASSAULT,0358 0448 0605 1300 1822,44,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 S  NORMANDIE                    AV,,34.0726,-118.3029
231219451,09/13/2023 12:00:00 AM,09/13/2023 12:00:00 AM,910,12,77th Street,1211,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0371,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,5300    CRENSHAW                     BL,,33.9948,-118.3307
221905864,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,840,19,Mission,1958,2,434,FALSE IMPRISONMENT,1259 2004 1822 2049 2051 0910,16,F,H,801.0,MTA BUS,,,IC,Invest Cont,434.0,,,,VAN NUYS                     BL,BEACHY                       ST,34.2516,-118.442
211509819,05/28/2021 12:00:00 AM,05/27/2021 12:00:00 AM,1700,15,N Hollywood,1543,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5300    BELLINGHAM                   AV,,34.1667,-118.3993
210210826,05/12/2021 12:00:00 AM,05/11/2021 12:00:00 AM,225,2,Rampart,221,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0601 1822,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,3800    BEVERLY                      BL,,34.0777,-118.2961
221709961,06/12/2022 12:00:00 AM,06/12/2022 12:00:00 AM,1935,17,Devonshire,1791,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 1817 2024,38,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,20900    BRYANT                       ST,,34.227,-118.5885
201913897,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,2100,19,Mission,1918,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12900    FOUR PALMS                   LN,,34.3057,-118.4274
201810421,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,1335,18,Southeast,1822,2,624,BATTERY - SIMPLE ASSAULT,0913 0602 0400,25,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 W  93RD                         ST,,33.9519,-118.2739
222014019,08/20/2022 12:00:00 AM,08/19/2022 12:00:00 AM,1800,20,Olympic,2079,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1500 S  HOOVER                       ST,,34.0457,-118.2878
221217871,08/18/2022 12:00:00 AM,07/04/2022 12:00:00 AM,1859,12,77th Street,1241,1,761,BRANDISH WEAPON,0342 1309 1822 0421 0432 0334,36,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761.0,930.0,,,6500    BRYNHURST                    AV,,33.9806,-118.3338
220405989,03/01/2022 12:00:00 AM,03/01/2022 12:00:00 AM,2325,4,Hollenbeck,477,1,310,BURGLARY,0325,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,900 S  SOTO                         ST,,34.0344,-118.2157
230710473,06/05/2023 12:00:00 AM,03/20/2023 12:00:00 AM,1,7,Wilshire,723,1,310,BURGLARY,1822 0344 1606,43,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,8200 W  4TH                          ST,,34.0706,-118.3674
232009549,03/27/2023 12:00:00 AM,03/25/2023 12:00:00 AM,1430,20,Olympic,2033,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602 1822,36,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,900 S  OXFORD                       AV,,34.0559,-118.3078
210412212,08/26/2021 12:00:00 AM,08/25/2021 12:00:00 AM,845,4,Hollenbeck,417,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0444,39,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2800    EVA TERRACE,,34.0791,-118.201
201708628,04/29/2020 12:00:00 AM,02/28/2020 12:00:00 AM,800,17,Devonshire,1779,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,9400    WOODLEY                      AV,,34.2411,-118.485
231816730,09/20/2023 12:00:00 AM,09/19/2023 12:00:00 AM,1800,18,Southeast,1801,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307,39,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,8900    BARING CROSS                 ST,,33.9565,-118.2893
230312369,06/17/2023 12:00:00 AM,06/17/2023 12:00:00 AM,1015,3,Southwest,361,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,4000    STEVELY                      AV,,34.0149,-118.3536
201715071,11/05/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1200,17,Devonshire,1759,2,354,THEFT OF IDENTITY,1822 0930,54,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10200    AQUEDUCT                     AV,,34.2555,-118.4739
231408687,04/17/2023 12:00:00 AM,04/17/2023 12:00:00 AM,851,14,Pacific,1431,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,1300    ABBOT KINNEY                 BL,,33.9912,-118.4681
231813651,07/19/2023 12:00:00 AM,07/19/2023 12:00:00 AM,700,18,Southeast,1802,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,25,F,B,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,308.0,STICK,IC,Invest Cont,626.0,,,,8700 S  MAIN                         ST,,33.9587,-118.2739
200616782,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2310,6,Hollywood,649,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0400 0416 0554 2002,47,M,H,501.0,SINGLE FAMILY DWELLING,212.0,BOTTLE,IC,Invest Cont,230.0,,,,1600    WINONA                       BL,,34.1004,-118.3022
230512480,08/19/2023 12:00:00 AM,08/18/2023 12:00:00 AM,1300,5,Harbor,562,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1100 W  9TH                          ST,,33.7361,-118.3012
211819129,10/27/2021 12:00:00 AM,10/27/2021 12:00:00 AM,1500,18,Southeast,1837,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11300    MAIE                         AV,,33.9316,-118.2443
201107055,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,600,11,Northeast,1185,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BOYLSTON                     ST,SCOTT                        AV,34.0751,-118.2454
221106982,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,1520,11,Northeast,1119,2,888,TRESPASSING,2004,70,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,4800    RUTH                         AV,,34.1335,-118.1909
200716861,12/08/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1900,7,Wilshire,787,1,330,BURGLARY FROM VEHICLE,0344,60,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,1900    VIRGINIA                     RD,,34.0357,-118.3372
200114152,06/30/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1730,1,Central,139,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0386 1300 1822,35,M,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,600 E  2ND                          ST,,34.0472,-118.2371
231509042,04/28/2023 12:00:00 AM,04/28/2023 12:00:00 AM,1,15,N Hollywood,1543,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2033 1276 2000 0416,0,F,X,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5300    BELLINGHAM                   AV,,34.1667,-118.3993
230105459,01/23/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1930,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0942 0913,49,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
222009004,04/24/2022 12:00:00 AM,04/24/2022 12:00:00 AM,2114,20,Olympic,2062,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2001 2003 1203 2004,60,F,O,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,901.0,,,,1000 S  ST ANDREWS                   PL,,34.0526,-118.3111
220320211,11/13/2022 12:00:00 AM,11/13/2022 12:00:00 AM,1910,3,Southwest,359,1,310,BURGLARY,1822 1266 0344 1609 0358 2004,49,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,FIGUEROA,38TH                         ST,34.0158,-118.2828
221100659,04/12/2022 12:00:00 AM,04/10/2022 12:00:00 AM,2200,11,Northeast,1128,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1402 0334 0416 1814 0432,25,M,H,501.0,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,IC,Invest Cont,236.0,998.0,,,6600 N  FIGUEROA                     ST,,34.1221,-118.1846
210813120,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,2137,8,West LA,849,2,946,OTHER MISCELLANEOUS CRIME,,0,X,X,101.0,STREET,,,IC,Invest Cont,946.0,,,,PICO,SHENANDOAH,34.0544,-118.3816
200716128,11/18/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1700,7,Wilshire,776,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,F,W,402.0,MARKET,,,IC,Invest Cont,440.0,,,,VENICE                       BL,RIMPAU,34.0466,-118.3405
221505101,01/28/2022 12:00:00 AM,01/28/2022 12:00:00 AM,300,15,N Hollywood,1585,2,888,TRESPASSING,2004 1501 1822,37,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,4100    VINELAND                     AV,,34.1432,-118.3702
231712091,06/26/2023 12:00:00 AM,06/24/2023 12:00:00 AM,2200,17,Devonshire,1761,1,310,BURGLARY,0344,37,F,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,21500    LASSEN                       ST,,34.25,-118.5995
212014565,09/20/2021 12:00:00 AM,09/20/2021 12:00:00 AM,1510,20,Olympic,2074,1,210,ROBBERY,1822 0906 0344 0444 0371,0,X,X,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,2000    VENICE                       BL,,34.0436,-118.3018
220106031,02/04/2022 12:00:00 AM,02/01/2022 12:00:00 AM,2000,1,Central,132,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822 1414,32,F,K,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,200 S  OLIVE                        ST,,34.0535,-118.2491
210207571,04/01/2021 12:00:00 AM,04/01/2021 12:00:00 AM,1405,2,Rampart,299,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1243 0444,27,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1000 W  18TH                         ST,,0.0,0.0
210415980,12/18/2021 12:00:00 AM,12/17/2021 12:00:00 AM,2300,4,Hollenbeck,409,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4300    BERKSHIRE                    AV,,34.0954,-118.158
200509864,05/24/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1600,5,Harbor,525,1,310,BURGLARY,0329 0344 1608,51,M,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,IC,Invest Cont,310.0,,,,500 W  C                            ST,,33.7725,-118.2671
211312418,07/07/2021 12:00:00 AM,07/04/2021 12:00:00 AM,1730,13,Newton,1345,1,330,BURGLARY FROM VEHICLE,0344 1307,40,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,1200 E  35TH                         ST,,34.012,-118.2541
210916228,11/06/2021 12:00:00 AM,11/02/2021 12:00:00 AM,1030,9,Van Nuys,909,2,624,BATTERY - SIMPLE ASSAULT,0448,50,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7400    WOODMAN                      AV,,34.2048,-118.4312
211807546,03/12/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1845,18,Southeast,1827,1,761,BRANDISH WEAPON,1202 1822 0216 0334,61,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,761.0,,,,9900    BEACH                        ST,,33.9474,-118.2419
231004626,01/17/2023 12:00:00 AM,03/30/2022 12:00:00 AM,2230,10,West Valley,1025,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,17800    SHERMAN                      WY,,34.2009,-118.5208
220717197,12/01/2022 12:00:00 AM,11/30/2022 12:00:00 AM,2255,7,Wilshire,702,2,762,LEWD CONDUCT,0500 0528,57,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762.0,,,,800 N  POINSETTIA                   PL,,34.084,-118.3547
221215925,07/18/2022 12:00:00 AM,07/18/2022 12:00:00 AM,1250,12,77th Street,1251,1,761,BRANDISH WEAPON,0913 2000 1814 0443 0334 0421 0329 0345,46,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,761.0,930.0,,,3400 W  71ST                         ST,,33.9757,-118.3309
221315351,07/29/2022 12:00:00 AM,07/28/2022 12:00:00 AM,1900,13,Newton,1307,1,330,BURGLARY FROM VEHICLE,0344 0352 1300 1307,29,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,700 S  ALAMEDA                      ST,,34.0349,-118.2436
231715758,09/27/2023 12:00:00 AM,09/01/2023 12:00:00 AM,2300,17,Devonshire,1701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1821 0913,57,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,20300    VIA URBINO,,34.2992,-118.5756
200907835,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1000,9,Van Nuys,914,2,666,"BUNCO, ATTEMPT",,33,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,666.0,,,,15000    SHERMAN                      WY,,34.2012,-118.4596
220908913,05/08/2022 12:00:00 AM,05/08/2022 12:00:00 AM,1125,9,Van Nuys,909,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,52,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7300    WOODMAN                      AV,,34.2031,-118.4313
201409887,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1750,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,39,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,12400    FIELDING                     CI,,33.979,-118.4116
210217077,11/03/2021 12:00:00 AM,11/02/2021 12:00:00 AM,2000,2,Rampart,271,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2200 W  OLYMPIC                      BL,,34.0522,-118.2815
210505802,02/15/2021 12:00:00 AM,02/14/2021 12:00:00 AM,1700,5,Harbor,541,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1307 0329,30,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1000 W  CAPITOL                      DR,,33.7547,-118.3011
220616171,09/17/2022 12:00:00 AM,09/14/2022 12:00:00 AM,800,6,Hollywood,663,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101.0,STREET,,,IC,Invest Cont,522.0,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
201321899,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1600,13,Newton,1313,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,21ST                         ST,GRIFFITH                     AV,34.0241,-118.2548
231314594,07/27/2023 12:00:00 AM,07/20/2023 12:00:00 AM,1141,13,Newton,1307,1,761,BRANDISH WEAPON,0334,47,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,1000 E  7TH                          ST,,34.0385,-118.2437
210805553,02/08/2021 12:00:00 AM,02/05/2021 12:00:00 AM,1800,8,West LA,851,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,47,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,341.0,,,,12200    IDAHO                        AV,,34.0378,-118.4626
220615080,08/24/2022 12:00:00 AM,08/23/2022 12:00:00 AM,1900,6,Hollywood,636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344,64,M,W,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,HOLLYWOOD,HIGHLAND,34.1016,-118.3387
212017534,11/27/2021 12:00:00 AM,11/26/2021 12:00:00 AM,2220,20,Olympic,2024,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WESTERN,WILSHIRE,34.0617,-118.3091
221412214,06/11/2022 12:00:00 AM,06/10/2022 12:00:00 AM,1750,14,Pacific,1494,2,888,TRESPASSING,1501,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,,,,300    WORLD                        WY,,33.9455,-118.4001
210608822,04/23/2021 12:00:00 AM,04/21/2021 12:00:00 AM,1200,6,Hollywood,649,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0321 0329 1822 1300,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,5200    HOLLYWOOD                    BL,,34.1018,-118.3035
231909119,05/11/2023 12:00:00 AM,05/14/2021 12:00:00 AM,1100,19,Mission,1913,2,354,THEFT OF IDENTITY,1822,48,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14800    LA VALLE                     ST,,34.3112,-118.4569
221508731,04/18/2022 12:00:00 AM,04/18/2022 12:00:00 AM,1700,15,N Hollywood,1527,2,354,THEFT OF IDENTITY,0377,62,F,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,6300    TUJUNGA                      AV,,34.1849,-118.379
221821401,11/30/2022 12:00:00 AM,11/29/2022 12:00:00 AM,1700,18,Southeast,1841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822,26,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,HOOVER                       ST,104TH                        ST,33.9415,-118.287
210908403,04/21/2021 12:00:00 AM,04/12/2021 12:00:00 AM,945,9,Van Nuys,963,2,354,THEFT OF IDENTITY,0922,38,F,W,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,14900    MAGNOLIA                     BL,,34.1649,-118.4585
220321486,12/07/2022 12:00:00 AM,12/07/2022 12:00:00 AM,1630,3,Southwest,311,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0104 0443 1236 1822 0359 2004,38,F,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,3300    LA CIENEGA                   BL,,34.0282,-118.372
201814503,07/24/2020 12:00:00 AM,07/23/2020 12:00:00 AM,1830,18,Southeast,1863,1,330,BURGLARY FROM VEHICLE,0329 0344 1607 1822,37,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 E  118TH                        ST,,33.9265,-118.2652
211223790,11/21/2021 12:00:00 AM,11/21/2021 12:00:00 AM,2130,12,77th Street,1256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0431 1402,12,M,B,101.0,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,998.0,,,BROADWAY,74TH                         ST,33.9727,-118.2783
200713020,08/22/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1400,7,Wilshire,725,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1822 1402,45,M,W,101.0,STREET,,,IC,Invest Cont,745.0,998.0,,,100 S  POINSETTIA                   PL,,34.073,-118.3509
220908922,05/09/2022 12:00:00 AM,05/08/2022 12:00:00 AM,2325,9,Van Nuys,985,1,310,BURGLARY,0344 1606 1420,44,M,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310.0,,,,14200    VENTURA                      BL,,34.1498,-118.4421
201218548,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,2258,12,77th Street,1203,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1251 1258 1309 2002 1240 0605 0553,9,F,B,101.0,STREET,,,IC,Invest Cont,237.0,,,,1500 W  VERNON                       AV,,34.0037,-118.308
210806282,02/26/2021 12:00:00 AM,02/25/2021 12:00:00 AM,1700,8,West LA,857,1,330,BURGLARY FROM VEHICLE,0344 1822,43,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1100 S  ELM                          DR,,34.0558,-118.3949
221709415,05/26/2022 12:00:00 AM,04/16/2022 12:00:00 AM,1200,17,Devonshire,1721,2,354,THEFT OF IDENTITY,0377 0929 1822,66,M,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354.0,,,,22200    SHAWDOW VALLEY               CI,,34.2661,-118.6153
211821128,12/05/2021 12:00:00 AM,11/24/2021 12:00:00 AM,2000,18,Southeast,1839,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10400    WEIGAND                      AV,,33.9416,-118.2297
220117852,08/08/2022 12:00:00 AM,08/08/2022 12:00:00 AM,1045,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,1218 1822 0400 0416,53,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,5TH,WALL,34.0446,-118.245
222114098,09/09/2022 12:00:00 AM,09/08/2022 12:00:00 AM,735,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0378 0325 0209,50,M,W,406.0,OTHER STORE,,,IC,Invest Cont,343.0,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
